Name,Age,City,Score,Hours_Study,Projects,Efficiency,Cluster,Recommendation
Holly Fitzgerald,15,West Dawnside,9,1,1,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Carol Wilkins,11,New Michelebury,10,5,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Patrick Miller,12,Donnamouth,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Sean Dalton,17,Christensenport,1,5,3,0.2,High,Покращувати ефективність
Mr. Johnny Peterson,11,South Codyburgh,7,3,3,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Stacey Farmer,18,Stevensburgh,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
William Cook,10,Mendezland,11,5,3,2.2,Low,Не будь слабим. Збільшуй навчання!
Julie Yang,10,Port Ryan,5,4,2,1.25,High,Покращувати ефективність
Joseph Moore,12,New Stevenberg,1,1,2,1.0,High,Покращувати ефективність
Dylan Hopkins,15,Davidberg,10,3,1,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
David Cochran,17,New Jessicamouth,4,4,3,1.0,High,Покращувати ефективність
Steven Johnson,12,Port Veronica,2,2,3,1.0,High,Покращувати ефективність
Timothy Warren,17,Williammouth,8,1,2,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Heather Fox,13,New Antonioshire,4,2,3,2.0,High,Покращувати ефективність
Aaron Dunn,17,Harrisview,4,5,3,0.8,High,Покращувати ефективність
Carlos Marshall,11,Nunezmouth,2,3,3,0.6666666666666666,High,Покращувати ефективність
Crystal Wong,17,North Seanville,8,5,1,1.6,Low,Не будь слабим. Збільшуй навчання!
Rebekah Bradley,18,Vasquezville,4,2,2,2.0,High,Покращувати ефективність
Jeffrey Burton,16,West Kelly,3,3,2,1.0,High,Покращувати ефективність
Gregory Walsh,14,Nathanielfort,6,5,2,1.2,Low,Не будь слабим. Збільшуй навчання!
James Hoffman,18,Davidberg,3,3,3,1.0,High,Покращувати ефективність
Susan Perez,13,Lake Sarah,2,5,3,0.4,High,Покращувати ефективність
Maria Baker,13,Anthonychester,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Robert Thompson,16,Paulstad,2,1,1,2.0,High,Покращувати ефективність
Emily Ferguson,12,East Bruce,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Sarah Edwards,13,Aguilarberg,2,2,3,1.0,High,Покращувати ефективність
Michael Fletcher,10,Marthatown,8,4,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Ronald Russo,17,Thomaston,9,4,3,2.25,Low,Не будь слабим. Збільшуй навчання!
Thomas Baird,15,Lake Luisview,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
William Weber,10,West William,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Connor Reynolds DVM,18,Pennyburgh,10,2,1,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Glenn Ayala,12,East Heidi,3,1,1,3.0,High,Покращувати ефективність
Maxwell Black,14,Lake Amyshire,12,5,2,2.4,Low,Не будь слабим. Збільшуй навчання!
Jared Hill,17,East Melissaville,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Cassandra Dalton,15,Lake Brian,10,4,2,2.5,Low,Не будь слабим. Збільшуй навчання!
Marc Harper,18,Port Gregory,8,3,1,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Danielle Hill,13,New Courtneymouth,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Micheal Walker,14,Smithchester,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Stephanie Villanueva,12,Port Gabriellahaven,2,5,2,0.4,High,Покращувати ефективність
Colleen Stokes,13,Port Rachelstad,10,3,2,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Samantha Whitaker,10,Amandafurt,4,5,3,0.8,High,Покращувати ефективність
Michael Mccoy,12,Snyderside,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Andrea Reed,14,Lake Jason,10,5,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Keith Alexander,16,Ronaldport,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
Richard Williams,18,Malloryhaven,4,4,1,1.0,High,Покращувати ефективність
Bradley Olson,11,East Richard,3,4,3,0.75,High,Покращувати ефективність
Brianna Lewis,17,Annmouth,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Daniel Robinson,13,East Brent,7,5,1,1.4,Low,Не будь слабим. Збільшуй навчання!
Kimberly Williams,15,New Samanthachester,9,1,2,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Sara Day,10,New Carl,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Matthew Williams,12,Julieberg,3,1,2,3.0,High,Покращувати ефективність
Emma Salazar,17,Lake Melissaberg,7,5,1,1.4,Low,Не будь слабим. Збільшуй навчання!
Robert Smith,14,Johnport,11,5,1,2.2,Low,Не будь слабим. Збільшуй навчання!
Cathy Hart,13,Mcdonaldland,4,2,1,2.0,High,Покращувати ефективність
Omar Knight,12,Clarkhaven,12,5,3,2.4,Low,Не будь слабим. Збільшуй навчання!
Tami Smith,16,Port Thomasview,9,3,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Brian Campbell,15,East Audreyport,4,4,3,1.0,High,Покращувати ефективність
Mary Lee,13,Sydneychester,4,5,3,0.8,High,Покращувати ефективність
Charles York,10,Taylorview,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Bethany Savage,14,Calebhaven,3,1,1,3.0,High,Покращувати ефективність
James Young,11,Lake Samantha,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Victoria Sloan,12,West Jenniferfurt,7,3,1,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Holly Edwards,14,South Jaredmouth,6,1,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mitchell Knight,10,Marissashire,9,1,1,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Thomas Bryant,16,Riveramouth,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Gregory Rodriguez,18,Evanshaven,5,4,3,1.25,High,Покращувати ефективність
Douglas Cannon,14,Danielfort,3,3,3,1.0,High,Покращувати ефективність
Annette Torres,18,Jessicaburgh,6,2,3,3.0,High,Покращувати ефективність
Kim Osborne,13,Larsonton,3,5,2,0.6,High,Покращувати ефективність
Alicia Williams,18,Angelamouth,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Jennifer Scott,17,Albertfort,8,1,2,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jessica Berg,13,North Katie,11,4,1,2.75,Low,Не будь слабим. Збільшуй навчання!
Mitchell Ramirez,12,Stevenchester,2,1,2,2.0,High,Покращувати ефективність
Jennifer Salazar,13,Haleside,3,1,3,3.0,High,Покращувати ефективність
Diana Parker,15,New Lauren,5,1,2,5.0,Medium,Практикуй більше годин
Spencer Davenport,16,Port Jennifer,10,4,2,2.5,Low,Не будь слабим. Збільшуй навчання!
Michael Dickson,10,Davisville,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ellen Gillespie,10,Tracyfort,10,1,2,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jennifer Lee,18,Rossview,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Michael Mitchell,11,Mirandabury,3,1,3,3.0,High,Покращувати ефективність
Julia Stevens,10,Lake Patriciamouth,3,4,3,0.75,High,Покращувати ефективність
Chris Holloway,16,West Robert,7,5,3,1.4,Low,Не будь слабим. Збільшуй навчання!
John Johnson,17,Lake Carolineberg,2,2,2,1.0,High,Покращувати ефективність
Joseph Wright,10,Suttonfurt,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Tristan Galvan,14,Susanberg,6,2,2,3.0,High,Покращувати ефективність
Lisa Taylor,10,Christineberg,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Justin Humphrey,12,Larryton,4,1,2,4.0,High,Покращувати ефективність
Donna Marquez,11,Wernerview,5,3,3,1.6666666666666667,High,Покращувати ефективність
Jennifer Choi,17,Moorefort,4,4,1,1.0,High,Покращувати ефективність
Vincent Morris,16,Lewischester,1,5,1,0.2,High,Покращувати ефективність
Ivan Braun,14,Higginsport,5,3,3,1.6666666666666667,High,Покращувати ефективність
James Peters,15,West James,1,5,2,0.2,High,Покращувати ефективність
Marcus Fitzpatrick,13,East Tanner,5,2,1,2.5,High,Покращувати ефективність
Leslie Johnson,17,Port Aaronville,2,4,2,0.5,High,Покращувати ефективність
Eric Gonzalez,14,South Ann,2,5,1,0.4,High,Покращувати ефективність
Jasmine Cook,15,Teresaton,4,3,3,1.3333333333333333,High,Покращувати ефективність
Roberto Martinez,13,Frazierborough,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
Michael Patrick,12,Karenside,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Catherine Zhang,11,North Kelly,10,2,2,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Nancy Fields,12,Wrightfurt,9,3,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Anita Gibson,18,South Nicole,1,1,1,1.0,High,Покращувати ефективність
Bradley Pruitt,14,Robertsborough,11,1,3,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Julia Frederick,13,East Rhonda,1,3,1,0.3333333333333333,High,Покращувати ефективність
Karen Robinson,13,Lake David,5,5,3,1.0,Low,Не будь слабим. Збільшуй навчання!
Susan Romero,17,Port Lancefurt,4,2,2,2.0,High,Покращувати ефективність
Karen Schneider,12,Wallertown,4,4,2,1.0,High,Покращувати ефективність
Yvonne Foster,14,Lake Christopher,7,3,2,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Mark Rivera,15,Lauraview,6,2,1,3.0,High,Покращувати ефективність
Julie Gonzalez,15,East Michael,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ricky Harrison,17,Lake Karen,6,3,3,2.0,High,Покращувати ефективність
Gregory Wise,17,Davistown,9,5,1,1.8,Low,Не будь слабим. Збільшуй навчання!
John Davis,16,West Aaronhaven,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Karen Luna,10,Burgesston,7,2,1,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Loretta Wagner,16,Robinsonmouth,5,1,2,5.0,Medium,Практикуй більше годин
