Name,Age,City,Score,Hours_Study,Projects,Efficiency
Keith Cunningham,16,New Matthewfurt,7,1,3,7.0
Dennis Hayes,13,Teresatown,11,1,2,11.0
Jessica Watson,18,Hurstland,11,1,2,11.0
Brittany Bennett,18,New Amyview,10,4,3,2.5
Austin Perez,14,Mcmillanton,2,4,3,0.5
Phillip Ward,15,Kimberlymouth,5,1,1,5.0
John Taylor,13,Schroederberg,4,4,3,1.0
Angela Smith,12,Port Johnshire,7,3,2,2.3333333333333335
Colton Johnson,14,Jamiemouth,10,1,1,10.0
Jennifer Byrd,13,Jaredshire,9,3,1,3.0
Cynthia Flynn,11,Lake Ryan,4,5,1,0.8
James Cox,10,East Brianstad,6,1,2,6.0
Nicole Campbell,15,Lake Raymond,11,5,3,2.2
Mark Page,12,East Bettytown,8,3,3,2.6666666666666665
Willie Johnson,12,Burnettside,11,2,2,5.5
Jordan Walter,18,Danaside,7,4,2,1.75
Wyatt Tran,17,West Angelabury,4,2,1,2.0
Mr. Kevin Davis,15,Port Maryland,10,2,3,5.0
Alexander Graham,12,East Kimberly,7,5,1,1.4
Gary Green,16,Rebeccaland,3,1,3,3.0
Charles Cortez,16,Hunterhaven,10,3,1,3.3333333333333335
Robert Potts,16,New Tiffany,4,4,1,1.0
David Brown,10,Port Elizabeth,9,4,2,2.25
Tyler Gamble,17,Frazierchester,2,4,2,0.5
Jamie Santana,16,Adrianhaven,4,3,2,1.3333333333333333
Gwendolyn Park,12,Taylorbury,10,3,2,3.3333333333333335
David Fox,13,Amandahaven,1,4,2,0.25
Austin Edwards,14,Lake Amy,3,2,2,1.5
Dr. Nancy Anderson MD,18,West Christopherburgh,12,5,3,2.4
Jeremy Lewis,16,Armstrongview,2,3,3,0.6666666666666666
Vanessa Hoover,12,Chungchester,11,4,1,2.75
Charles Hess,14,New Jodi,12,4,2,3.0
Ashley Turner,17,Masseyborough,2,5,2,0.4
Kathleen Marshall,18,East Wayneview,6,5,1,1.2
Timothy Walker,18,Hernandezmouth,3,1,2,3.0
Amanda Taylor,14,Jordanland,8,2,2,4.0
Eric Delacruz,15,South Makaylaview,11,4,2,2.75
Andrew Valentine,11,Jessicafort,2,4,2,0.5
Joseph Wright,17,Danielville,12,1,3,12.0
Roger Thomas,15,New Tammy,1,1,3,1.0
Megan Butler,18,West Dianabury,3,5,2,0.6
Trevor Villarreal,11,Spearsborough,7,5,2,1.4
Jessica Baker,15,Susanville,9,4,1,2.25
Pam Roberts,17,Barnettfort,9,1,1,9.0
Leah Griffith,18,Lake Erinport,3,2,3,1.5
Caitlin Neal,12,Michaelberg,2,5,3,0.4
Hannah Peterson,14,West Dustin,2,1,2,2.0
Ryan Maldonado,17,Joshuaton,12,4,1,3.0
Nancy Ryan,14,West Shawn,3,1,2,3.0
Jared Johnson,11,Emilyport,11,3,1,3.6666666666666665
Julie Thompson,15,West Richardstad,2,4,1,0.5
Amy Wood,18,North Nicole,1,4,2,0.25
Misty Perkins,18,South Anthonyview,4,3,2,1.3333333333333333
Sandra Villa,17,Shawnchester,1,1,3,1.0
Andrew Walker,13,West Arthurtown,9,1,2,9.0
Victoria Giles,11,East Vincentfort,12,2,3,6.0
Pamela Carr,15,Port Dianeborough,12,1,2,12.0
Gary Lopez,15,West Danielport,2,5,3,0.4
Susan Oconnor,18,Jamesstad,2,3,3,0.6666666666666666
Morgan Malone,18,Lake Courtney,11,4,2,2.75
Julie Johnson,15,Morganport,1,1,1,1.0
Timothy Hoffman,16,Charlesstad,10,2,2,5.0
Eric Brown,10,Jeremyview,6,1,2,6.0
Michelle Hamilton,17,Walkerstad,12,3,3,4.0
Rebecca Sanchez,17,Lopezside,9,1,2,9.0
Brandon Salazar,14,Lisaberg,4,3,1,1.3333333333333333
Nathan Baker DDS,17,East Lori,12,2,1,6.0
Brandon Landry,11,Matthewport,7,2,3,3.5
Brooke Giles,13,East Jacob,10,1,3,10.0
Christopher Bradley,14,North Jamie,6,3,3,2.0
Lisa Little,17,Toddchester,2,2,1,1.0
Ana James,11,Port Ryanstad,4,4,1,1.0
Judith Foster,15,Lake Oscar,3,4,3,0.75
Eddie Underwood,10,Smithshire,3,3,1,1.0
Amber Scott,17,North Martin,11,5,2,2.2
Hector Rodriguez,17,West Patrick,10,4,3,2.5
Curtis Berry,14,Lonnieland,11,1,2,11.0
Paul Fitzgerald,12,East Charlesville,11,1,2,11.0
Courtney Sanchez,17,Lorifort,2,4,2,0.5
Mark Hall,16,Janeton,6,1,2,6.0
David Cook,16,Lake Kimberly,2,4,2,0.5
Todd Romero,15,Salazarfort,6,4,3,1.5
Amanda Green,11,East Mary,5,2,2,2.5
Kimberly Stone,13,South Crystal,6,5,3,1.2
Terry Joseph,13,Johnsonberg,3,4,3,0.75
Ana Woodward,14,New William,8,5,1,1.6
Katie Green,18,Burtonshire,12,5,2,2.4
Lindsey Arroyo,12,Davisstad,3,1,2,3.0
Amy Scott,18,North Jessica,9,2,1,4.5
Angela Morgan,14,Lake Richard,11,5,2,2.2
Andrew Sanford,16,Jessicafurt,10,3,2,3.3333333333333335
Rose Nichols,16,Victorborough,4,2,2,2.0
Jamie Nash,16,Lake Betty,9,4,2,2.25
Louis Powell,17,Theresaburgh,5,2,3,2.5
Kristy Gordon,15,Stephaniefurt,8,4,3,2.0
Joseph Diaz,10,West Andrew,3,5,2,0.6
Hannah Johnson,16,Ramirezbury,12,5,2,2.4
Sarah Colon,13,Jenkinshaven,12,5,2,2.4
Connie Garcia,16,Glennmouth,8,2,1,4.0
Shawn Sawyer,15,Smithburgh,12,3,2,4.0
Kimberly Davis,10,Jeffreyton,5,3,2,1.6666666666666667
Dr. William Gardner DDS,13,Harrisburgh,10,2,2,5.0
Dean Gregory,12,Denisetown,9,5,1,1.8
Adam Donovan,13,New Brandi,11,2,3,5.5
Kenneth Marshall,16,South Jacqueline,3,2,1,1.5
David Miller,12,Sarahberg,10,1,3,10.0
Katrina Pruitt,12,North Shane,5,5,3,1.0
Richard Barber,13,Kyleport,1,2,3,0.5
Lauren Bush,11,New Danielle,2,1,1,2.0
Crystal Craig,10,Christopherbury,6,3,2,2.0
Gregory Bowers,14,Samuelview,6,5,1,1.2
Jonathan Ritter,13,Lake Tommyhaven,9,1,2,9.0
Veronica Rice,13,Harmonport,7,1,3,7.0
Jessica Bailey,14,Alvarezburgh,3,4,3,0.75
Brian Johnston,10,Hintonton,3,4,2,0.75
Daniel Baker,18,West Melissatown,3,2,3,1.5
Greg Gutierrez,16,Lake Larryfort,11,5,3,2.2
Claudia Francis,10,Lake Tinaside,3,5,2,0.6
Alexis Davis,12,Westport,5,3,2,1.6666666666666667
Mr. Jeremiah Harrison,16,Bethhaven,1,2,2,0.5
Kathryn Bennett,17,North Deborahtown,6,1,3,6.0
Michael Medina,12,Millerport,3,2,1,1.5
Phillip Weiss,15,Brooksstad,2,3,2,0.6666666666666666
Brandi Larson,10,East Keithside,4,4,3,1.0
Benjamin Davis,15,Angelabury,6,1,1,6.0
Brian Mason,12,New Savannah,7,1,3,7.0
Tracy Nguyen,17,West Keith,6,4,1,1.5
Scott Hamilton,18,Michaelton,9,1,3,9.0
Luis Padilla,10,North Julieborough,2,1,2,2.0
Amber Gibson,14,Pierceville,2,1,3,2.0
Beverly Miller,12,Lake Kathryn,4,5,3,0.8
Terry Santos,13,North Darrell,4,4,2,1.0
Mark Byrd,16,New Lindseyborough,12,3,3,4.0
Jacob Ayala,18,Elizabethmouth,11,3,1,3.6666666666666665
Nathaniel Reyes,11,Lake Elizabethstad,4,4,3,1.0
Nathaniel Harvey,17,Smithstad,9,5,1,1.8
Larry Ford,11,South Jacob,4,3,2,1.3333333333333333
Dr. Kim Christensen,18,Carterbury,10,3,3,3.3333333333333335
Robin Davis,11,Deckerfurt,1,4,3,0.25
Jennifer Jennings,17,North Katherine,11,4,1,2.75
Daniel Bass,15,Lindaburgh,10,3,3,3.3333333333333335
Thomas Prince,17,Lake Danielland,5,5,2,1.0
Adrian Juarez,11,Lake Georgehaven,2,3,3,0.6666666666666666
Teresa Short,15,Steelemouth,11,5,1,2.2
Connie Moon,12,South Pamela,8,3,2,2.6666666666666665
Elizabeth King,14,North Steven,6,1,2,6.0
Alyssa Wood,13,Mcguirebury,1,2,2,0.5
Sabrina Melendez,13,Port Michelleview,10,5,2,2.0
Julian Ferguson,12,New Anthonymouth,10,4,3,2.5
Sean Skinner,13,Danielmouth,7,3,2,2.3333333333333335
Robert Griffith,12,Toddberg,5,2,3,2.5
Raymond Deleon,15,New Abigailview,7,1,1,7.0
Krystal Williams,12,New Ericland,4,5,2,0.8
Travis Miller,12,West Larry,10,5,2,2.0
Adam Cole,12,Brianville,2,1,1,2.0
Gary Jones,11,East Laurenstad,6,4,1,1.5
Derrick Williamson,13,Hernandezberg,8,5,3,1.6
Nicole Mcdaniel,14,Nelsonhaven,9,5,1,1.8
Kim Ellis,10,Harperborough,2,4,1,0.5
Cheryl Barnes,13,Joseshire,4,3,3,1.3333333333333333
Brandy Thornton,14,Mirandafurt,8,5,2,1.6
Nicholas Hooper,14,South David,11,5,2,2.2
Hannah Porter,15,Deniseberg,5,2,3,2.5
Nancy Kaufman,17,New Tammy,9,3,2,3.0
Donna Martinez,17,Hillside,6,2,3,3.0
Denise Payne,13,South Paulfurt,8,3,3,2.6666666666666665
Jessica Scott,16,Helenborough,6,1,1,6.0
Kelly Delgado,16,Mccoyfort,1,4,1,0.25
Patrick Taylor,14,Bradyberg,11,1,3,11.0
Clifford Cochran,16,Port Kevin,10,4,3,2.5
Michael Jefferson,11,Heathershire,12,5,1,2.4
Ricardo Schultz,11,West Jamesfurt,6,4,2,1.5
Laura Pitts,13,Thomasborough,8,4,1,2.0
Stacey Hall MD,15,Jensenland,10,5,1,2.0
Andrew Bartlett DDS,15,Montoyaview,11,4,2,2.75
Brandon Gaines,14,Stonemouth,2,2,3,1.0
Andrew Miller,17,Lopezshire,6,4,2,1.5
Wayne Tate,15,Donnaborough,7,4,1,1.75
Michael Potter,10,North Amandaland,11,2,1,5.5
Connor Burch,16,West Misty,4,2,2,2.0
John Aguirre,15,Lake Edwinchester,7,3,3,2.3333333333333335
Kristen Chen,13,Lake Audreyhaven,12,3,2,4.0
Krystal Williams,11,North Calvin,2,1,3,2.0
Stephen Russo,16,North Kimberly,10,3,3,3.3333333333333335
Debra Parrish,18,South Victoriaside,8,1,1,8.0
Elizabeth Owens,12,North Jessica,11,2,1,5.5
David Maddox,13,Port Michael,10,4,1,2.5
Kim Rodriguez,17,New Cameronberg,12,5,2,2.4
David Young,14,Greenmouth,3,1,3,3.0
Michelle Brown,13,Morrishaven,10,2,2,5.0
Jessica Kim,17,Waynefort,3,2,2,1.5
Michael Robinson,15,Haynesmouth,1,3,2,0.3333333333333333
Alisha Flores,16,South Monica,6,3,3,2.0
David White,11,Harrisonstad,11,3,2,3.6666666666666665
Brandon Sims,11,Matthewton,3,2,2,1.5
Jeremy Lowe,10,New Joseph,12,2,2,6.0
Joan Chapman,18,South Dawn,6,4,2,1.5
Tara Hunter,17,South Jamieland,10,4,1,2.5
Vincent Miller,13,Michaelton,4,2,3,2.0
Stacey Watson,13,North Edward,9,4,3,2.25
Carlos Nelson,18,North Steven,7,5,1,1.4
Annette Fletcher,18,Fordport,4,5,1,0.8
Shane Williams,16,North Hunter,1,3,1,0.3333333333333333
Melissa Hampton,12,Amyborough,11,3,3,3.6666666666666665
Shane Valdez,18,Michelleview,8,3,3,2.6666666666666665
Terri Figueroa,14,North Ronaldstad,11,3,2,3.6666666666666665
Mark Hall,18,Martinfort,12,1,1,12.0
Danielle Jackson,16,Lake Roger,3,2,1,1.5
Richard Johnson,18,New Kimberly,11,3,3,3.6666666666666665
Loretta Weber,12,Lisaton,5,1,2,5.0
Renee Williams,11,Smithstad,8,4,1,2.0
Angela Anderson,16,Lake Brookestad,2,4,2,0.5
Kim Powell,15,South Jerryton,3,3,1,1.0
Jared Turner,11,New Jason,8,1,1,8.0
Ms. Candace Huerta,18,Lisaport,5,5,1,1.0
Brian Dennis,11,Smithbury,5,3,3,1.6666666666666667
Stephen Brown,15,South John,9,2,1,4.5
Timothy Garcia,17,East Richard,5,2,3,2.5
Erica Hamilton,14,New Catherineton,6,4,1,1.5
Tanya Lee,13,Woodhaven,7,1,1,7.0
Karen Ramos,18,South Christophershire,2,5,3,0.4
Rachel Stevens,18,Jenniferport,11,5,1,2.2
Aaron Bailey,10,West Kim,11,3,3,3.6666666666666665
Thomas White,10,Brandontown,10,2,2,5.0
Ricky Thompson,13,Jeffreyburgh,12,4,2,3.0
Jeremiah Roberts,11,Port Tonyamouth,5,4,3,1.25
Derrick Stafford,15,Leonardfort,7,4,2,1.75
Mark Roberts,15,West Ryan,2,1,2,2.0
Thomas Jones,10,Morrisville,8,3,3,2.6666666666666665
Nicholas Brewer,18,South Amy,4,4,3,1.0
Brittney Mccarty,11,Moraleston,9,4,2,2.25
Roy Smith,16,Josestad,12,3,3,4.0
Melissa Ware,14,East Alexandra,1,2,2,0.5
Christine Cobb,16,Alvarezmouth,5,1,3,5.0
Heidi Wheeler,13,Moorehaven,12,5,2,2.4
Paul Wilson,13,Hansenview,11,2,2,5.5
Michelle Santos,15,Lake Cindybury,12,5,2,2.4
James Rios,12,Mikaylachester,3,1,1,3.0
Dr. Melissa Love,18,Jimmyville,9,1,2,9.0
Rodney Brown,17,East Isabellamouth,9,4,3,2.25
Cynthia Huffman,12,East Thomas,7,3,3,2.3333333333333335
Donna Valencia,14,Frazierborough,10,5,2,2.0
Jacqueline Hardin,16,Hernandezton,3,4,2,0.75
Michael Bowman,18,Lake Johnchester,6,5,2,1.2
Jessica Cannon,10,North Thomas,4,5,1,0.8
Bailey Oneill,18,North Erica,6,5,1,1.2
Kyle Davis,11,Nathanielchester,2,1,3,2.0
Zachary Young,11,New Patrickside,10,2,1,5.0
Timothy Cervantes,11,Davisville,6,3,1,2.0
Angelica Lawson,10,Lake Lori,9,4,2,2.25
Linda Miller,13,Mckinneymouth,10,5,1,2.0
Rose Powell,17,Port Loriborough,6,4,3,1.5
David Jones,12,West Austinburgh,9,2,3,4.5
Jennifer Lowe,10,East Laurenport,11,1,2,11.0
Christine Pierce,14,Port Ericfort,3,4,1,0.75
Rose Castro,17,East Justin,5,4,3,1.25
Randall Hughes,16,Lake Roger,11,5,3,2.2
Allison Durham,16,Williamsside,4,3,2,1.3333333333333333
Robert Welch,10,North Ashleyville,6,5,3,1.2
Joel Montoya,10,South Billy,9,3,3,3.0
Jessica Chen,11,Mcbrideport,10,2,3,5.0
Corey Foster,12,Lake Sonya,8,4,3,2.0
Matthew Aguilar,12,Arthurville,12,4,1,3.0
Carlos Howard,14,West Brittany,12,3,3,4.0
Stephanie Warren,14,Williamville,3,3,3,1.0
Mrs. Julie Sanchez,13,New Austin,12,2,2,6.0
Gregory Moore,11,Daviesstad,8,3,1,2.6666666666666665
Charles Davis,11,Kellyland,4,2,3,2.0
Riley Williams,15,North Adrianmouth,7,4,2,1.75
Kimberly Brown,18,South Christian,10,1,1,10.0
Brian Horn,15,Jacksonfort,10,1,3,10.0
Joseph Barr,15,Lake Nicoleside,1,5,2,0.2
Matthew Martin,11,New Alanville,9,2,3,4.5
John Jackson,18,Johnberg,8,4,2,2.0
Patrick Rocha,10,Lake Andrew,11,2,1,5.5
Teresa Porter,13,West Danielfurt,8,1,2,8.0
Kelly Mendoza,16,Thompsontown,2,2,2,1.0
Eric Baird,14,Joshuatown,6,5,2,1.2
Ashley Williams,18,West Jasmineland,11,5,3,2.2
Samantha Bishop,18,Bondfurt,4,2,2,2.0
Jacob Logan,15,North Darlenemouth,8,3,1,2.6666666666666665
Anthony Perez,16,West Kevinside,3,5,1,0.6
John Hopkins,18,New Traceyhaven,5,2,1,2.5
Russell Cohen,17,North Nancy,7,3,1,2.3333333333333335
Charles Cisneros,11,Fletcherhaven,12,5,2,2.4
Morgan Carlson,15,East Monique,1,1,1,1.0
Sara Gray,12,South Rayview,9,2,3,4.5
Aaron Turner,16,Ashleyton,8,5,3,1.6
Sheri Spence,12,South Bobbyshire,12,5,2,2.4
Shawn Spencer,14,East Josechester,9,2,2,4.5
Jeffrey Horton,12,Jessicachester,5,5,3,1.0
Breanna Hebert,11,West Erinshire,8,3,1,2.6666666666666665
Randy Carpenter,16,New Charleston,11,2,2,5.5
Christopher Jones,14,Kimberlyview,10,4,3,2.5
Caitlin Hicks,10,North Summer,11,2,1,5.5
Mason Vargas,16,East Charles,10,1,1,10.0
Hannah Bailey,13,Summersbury,12,4,1,3.0
Michelle Harris,13,Timothyshire,1,2,3,0.5
Renee Edwards,12,Evansside,4,4,3,1.0
Jonathan Crawford,10,South Diane,10,1,2,10.0
Jacob Johnson MD,12,Port Michael,5,5,1,1.0
Monica Bentley,15,North Elizabeth,8,4,3,2.0
Thomas Freeman,17,Caseymouth,10,3,2,3.3333333333333335
Jonathan Wright,18,East Jessicamouth,2,4,1,0.5
John Moore,13,Nelsonfort,4,4,2,1.0
Carolyn Green,17,Lake Albertburgh,7,1,3,7.0
Isaiah Garcia,10,Lake Melissa,9,4,3,2.25
Robert Mitchell,15,Reginaside,3,3,2,1.0
Michael Holland,10,Debbieburgh,7,5,1,1.4
Alexander Erickson,12,West Karla,3,2,3,1.5
John Schneider,11,Julieton,12,3,2,4.0
Melissa Garcia,18,Port Cody,1,5,2,0.2
Amanda Graham,11,North Brianna,1,3,2,0.3333333333333333
Anna Johnson,11,New Theresaview,3,5,2,0.6
Lori Villegas,11,North Steven,1,5,3,0.2
Douglas Hart,18,Wellsville,12,4,2,3.0
Shannon Lee,16,Port Alicia,1,5,1,0.2
Jessica Welch,14,West Adam,7,2,1,3.5
Christine Garcia,14,Taraport,8,3,2,2.6666666666666665
Kristina Washington,13,North Vincentburgh,5,5,2,1.0
Kenneth Hudson,12,West Aprilburgh,6,4,3,1.5
Jaime Hart,12,Port Kyle,3,5,1,0.6
Alyssa Melton,14,Andrewview,4,4,3,1.0
Anna Avila,16,Jessicaland,11,3,2,3.6666666666666665
Andrea Gardner,17,Calvinhaven,12,4,2,3.0
Isaac Tucker,16,West David,5,5,1,1.0
Donna Johnson,10,Lake Sarah,1,3,2,0.3333333333333333
Nicholas Torres,11,Michaelview,5,1,3,5.0
James Ashley,12,Josephstad,10,3,2,3.3333333333333335
Erika Moses,14,Hahnton,1,5,2,0.2
Curtis Frank,11,Nicholsland,1,1,1,1.0
Christina Fields,12,Christopherside,5,2,2,2.5
Brittany Morgan,13,Rodriguezmouth,8,2,3,4.0
Melissa White,12,South Michael,11,2,3,5.5
Dennis May,17,New Katie,9,3,3,3.0
William Roberts,11,West Tiffanyport,6,1,2,6.0
Jocelyn Powell,12,New Robert,8,2,1,4.0
Christy Mayo DDS,14,Phillipshaven,3,1,2,3.0
Nicholas Wood,12,Annborough,6,1,2,6.0
Anthony Mccarthy,16,Millershire,9,1,3,9.0
David Welch,12,South Sheilaport,11,3,2,3.6666666666666665
Jerry Schneider,18,Andrewton,5,5,1,1.0
Robert Warner,10,Buckleyborough,9,1,3,9.0
Debra Taylor,17,West Veronica,12,1,1,12.0
Zachary Cortez,18,Margaretstad,5,4,3,1.25
Monique Jackson,14,South Eric,8,2,2,4.0
Victoria Young,15,Jamesberg,1,4,2,0.25
Brenda Weeks,14,Dianeland,3,2,1,1.5
Edward Alvarez,18,New Jesse,3,1,1,3.0
Brian Brown,15,Port Nicoleburgh,8,2,1,4.0
Christian Green,14,Bookerland,9,3,3,3.0
Joseph Holmes,16,Michaelfurt,11,2,3,5.5
Alejandro Thompson,15,Montesstad,4,3,1,1.3333333333333333
Diane Howard,12,West Dennischester,4,2,1,2.0
Cristian Hernandez,18,Pagechester,10,3,3,3.3333333333333335
Raymond Estrada,17,Lake Laurenhaven,10,4,3,2.5
Christina Howe,12,North Nathan,7,3,3,2.3333333333333335
Sabrina Brown,10,Bushmouth,2,2,3,1.0
Maria Malone,15,North Lori,9,1,1,9.0
Anthony Medina,10,Lake Kimberly,4,3,1,1.3333333333333333
Haley Anderson,17,Port Williamside,12,1,1,12.0
Edward Clark,15,East Rebeccaton,11,3,2,3.6666666666666665
Douglas Harmon,15,East Kristiborough,2,1,1,2.0
Monica Hamilton,17,New Anthonyborough,3,2,2,1.5
Joel Valenzuela,10,Jordantown,12,4,3,3.0
Katrina Lyons,10,Lake Christopher,4,1,1,4.0
John Wells,15,Aliciaberg,7,5,2,1.4
Wesley Campos,13,Hesstown,9,5,2,1.8
Henry Ellis,12,West Michaelmouth,8,1,1,8.0
Kathryn Conley,17,North Jeremy,2,4,1,0.5
Mathew Hurst,10,New Sandra,9,1,1,9.0
Tammy Munoz,15,East Steven,9,2,1,4.5
Alan Collins,18,Lake Jesusfurt,3,4,1,0.75
Phillip Peters,15,North Deborahport,10,5,3,2.0
Daniel Abbott MD,16,North Vanessa,5,3,3,1.6666666666666667
Richard Johnson,16,East Thomasside,3,2,1,1.5
Ronald Tucker,13,North Joshuahaven,8,2,3,4.0
Eric Jones,17,South Robert,5,2,2,2.5
Jeremy Rice,11,Robertsburgh,6,2,1,3.0
Sheila Reynolds,17,North Samantha,10,4,2,2.5
Patrick Mooney,16,North Melissa,10,5,3,2.0
Kristopher Burch,14,Johnstad,2,4,1,0.5
Danielle Walker,14,Taylorport,6,4,2,1.5
Michelle Moore,14,Moorebury,5,1,3,5.0
Alicia Fisher,12,Roseburgh,2,4,1,0.5
Russell Richardson,15,Andrewmouth,11,1,2,11.0
Jamie Mora,17,Port Jeffreyland,4,2,3,2.0
Susan Ochoa,10,Dickersonland,10,5,3,2.0
Kevin Wong,12,Port Susan,12,5,1,2.4
Caitlin Dominguez,13,Lindastad,10,3,1,3.3333333333333335
Richard Mann,12,Veronicaport,1,5,3,0.2
Heather Williams,10,Port Hannahburgh,2,3,1,0.6666666666666666
David Taylor,15,New Bridgetborough,6,4,3,1.5
Samuel Richardson Jr.,11,Mooreberg,6,2,3,3.0
Robert Ruiz,15,North Danielland,9,2,2,4.5
John Warner,10,Hansonstad,5,3,1,1.6666666666666667
Sheila Long,16,Lake Ashlee,8,3,1,2.6666666666666665
Anita Miller,17,Georgeberg,4,4,2,1.0
Wendy Parker,18,Port Helenland,4,3,1,1.3333333333333333
James Weeks,18,Lake Crystalland,8,3,2,2.6666666666666665
Chad Wright,11,Kevinburgh,12,2,1,6.0
Robert Green,16,New Brendanport,7,5,1,1.4
Todd English,18,Lynnside,5,3,3,1.6666666666666667
Alicia Ray,13,Higginsstad,11,5,2,2.2
Heidi Dillon,13,Port Michelle,9,1,2,9.0
Veronica Mejia,10,South Karastad,2,5,3,0.4
Ashley Neal,11,East Meghan,12,1,1,12.0
Kathleen Madden DDS,17,New Amberview,6,2,1,3.0
Emily Cline,15,Melissaside,12,2,1,6.0
Timothy Jackson,18,Port Jochester,8,4,3,2.0
Larry Smith,16,Aimeefort,8,2,2,4.0
Robert Best,12,Macdonaldshire,1,1,3,1.0
Ricardo Sellers,12,East Margaretport,11,2,2,5.5
Sarah Clements,18,Lake Christopher,5,1,3,5.0
Lisa Moore,12,Port Carlos,2,1,3,2.0
Keith Brooks,13,North Michaelside,1,4,3,0.25
Jeffrey Rodriguez,15,New Christopherland,1,5,3,0.2
Joseph Martin,10,West Melaniefurt,2,5,1,0.4
Danny Burgess,14,Jonathanstad,11,2,1,5.5
Kelly Love,17,Douglasbury,9,4,2,2.25
Russell Henderson,15,Davidberg,11,5,1,2.2
Angela Schneider,18,South Kevinmouth,1,2,2,0.5
Amy Woods,12,Crosbyville,9,1,1,9.0
Ashley Thomas,12,New Melissa,7,5,1,1.4
Stephen Perez,17,Schneiderborough,6,5,2,1.2
Daniel Carlson,12,New Tracey,8,3,3,2.6666666666666665
Alexander Perry,11,Port Austin,6,3,2,2.0
Audrey Taylor,12,New Elizabethside,7,4,1,1.75
Cindy Poole,16,Evanborough,4,5,2,0.8
James Hernandez,13,Dannymouth,7,4,2,1.75
Theresa Johnson MD,14,Robertsberg,12,4,2,3.0
Alicia Jones,11,New Timothybury,7,5,2,1.4
Tyler Adams,10,Smithtown,5,2,2,2.5
Kayla Hoover,10,Bryanborough,8,3,1,2.6666666666666665
Brittany Flynn,14,Macdonaldville,6,3,1,2.0
Jessica White,10,North Catherineport,7,4,3,1.75
Matthew Bridges,16,Tylerburgh,2,5,3,0.4
Matthew Johnson,12,Palmerfurt,5,2,2,2.5
Tamara Day,12,Hodgesberg,9,1,3,9.0
Laura Moore,15,Amymouth,1,4,2,0.25
Stephanie Thompson,15,South Jay,12,1,1,12.0
Kaitlyn Pugh,10,Johnborough,3,2,1,1.5
Casey Holt,17,Lake Jared,8,1,2,8.0
Lisa Davis,11,Zimmermanville,3,5,3,0.6
Jennifer Johnson,15,Hillfurt,8,3,3,2.6666666666666665
Sean Dorsey,11,Briannaside,3,2,2,1.5
Andrea Watson,11,South Lisa,3,5,1,0.6
Brenda Hill,18,Kathleenville,12,2,3,6.0
Stacy Hernandez,14,New Frederickfurt,1,1,2,1.0
Katherine Cohen,12,New Johnburgh,1,3,1,0.3333333333333333
Carrie Long,16,Angelaport,10,3,3,3.3333333333333335
Russell Reese,12,Davistown,1,5,2,0.2
Katherine Garner,13,Joefort,12,3,2,4.0
Gary Ferrell,10,Lake Karen,7,2,1,3.5
Ashley Buckley,12,South Antonio,1,5,3,0.2
Daniel Villarreal,10,Kellymouth,6,2,3,3.0
Steven Peters,12,Meyerberg,10,3,2,3.3333333333333335
Cynthia Burton,13,Gibsontown,6,2,3,3.0
Brian Gonzalez,17,Dawnfort,1,3,1,0.3333333333333333
Alex Ramirez,14,New Travismouth,12,3,2,4.0
Nicole Walker,16,Colleenstad,6,5,2,1.2
Isabel Ellison,16,Angelaport,5,2,3,2.5
James Phillips DVM,10,Youngville,9,5,3,1.8
Daniel Chavez,14,South Stacy,2,4,2,0.5
Nicole Richard,15,New Reginaberg,8,4,1,2.0
Donna Gray,15,Lake Ashleymouth,10,4,2,2.5
Chad Nolan,12,West Cynthiaton,4,3,1,1.3333333333333333
Jessica Casey,15,Franklinland,1,5,2,0.2
Patricia Mclaughlin,15,West Lisa,8,5,3,1.6
Rachel Castillo,14,Changchester,2,4,3,0.5
Debbie Hill,17,Port Steven,3,4,1,0.75
Kelly Anderson,12,East Michele,7,2,3,3.5
Joshua Levy,14,North Jimmyton,2,3,1,0.6666666666666666
Michael Harrison,16,South Deborahbury,4,4,1,1.0
Amy Miller,17,North Andrewport,7,5,3,1.4
Michael Garcia,18,Danielland,5,3,3,1.6666666666666667
Jason Thomas,17,South Rachel,5,3,1,1.6666666666666667
Christine Montoya,13,West Danielton,5,2,3,2.5
Cheryl Maxwell,13,Jonathanshire,7,1,1,7.0
Cassandra Smith,11,Thomaston,6,2,1,3.0
Emily Leonard,12,Port Martha,3,4,2,0.75
Tyler Lewis,13,Lake Christopherstad,4,3,2,1.3333333333333333
Wyatt Bennett,14,Rossbury,12,2,3,6.0
Terry Rodriguez,13,Lake William,9,1,3,9.0
Julie Cummings,12,West Yvonne,12,2,1,6.0
Norman Thompson,14,Shelbyfurt,12,2,2,6.0
Fernando Moyer,12,Brettburgh,2,2,3,1.0
Michelle Russell,14,New Marc,5,2,3,2.5
Jeremy Berger,18,Cooketown,4,2,1,2.0
Victoria Gonzales,11,Ericmouth,12,5,1,2.4
Yolanda Roberts,15,Kurtside,11,1,1,11.0
James Nguyen,16,West Gabrielahaven,10,1,1,10.0
Amanda Moore,12,North Samantha,12,5,2,2.4
Stanley Schmidt,17,Laurenbury,11,3,1,3.6666666666666665
Rachael Lyons,18,Lake Bradleyville,8,2,1,4.0
Christina Hunt,10,Port Davidport,4,5,3,0.8
Jeffrey Poole,10,South Sonyaport,4,1,3,4.0
Christopher Hawkins,16,Benjaminland,8,2,1,4.0
